time,dt,open,high,low,close,volume
1750955400,2025-06-26 16:30:00+00:00,2428.9,2429.8,2417.05,2427.2,322020.0
1750957200,2025-06-26 17:00:00+00:00,2427.2,2435.35,2420.45,2425.95,429256.0
1750959000,2025-06-26 17:30:00+00:00,2426.0,2429.95,2418.35,2419.7,283477.0
1750960800,2025-06-26 18:00:00+00:00,2420.0,2437.9,2417.15,2425.3,456925.0
1750962600,2025-06-26 18:30:00+00:00,2425.15,2428.45,2418.7,2424.9,331183.0
1750964400,2025-06-26 19:00:00+00:00,2424.95,2434.55,2421.75,2429.1,197919.0
1750966200,2025-06-26 19:30:00+00:00,2429.1,2442.55,2428.75,2435.05,288688.0
1750968000,2025-06-26 20:00:00+00:00,2434.05,2444.55,2429.45,2443.0,212897.0
1750969800,2025-06-26 20:30:00+00:00,2442.95,2456.95,2442.05,2444.6,294234.0
1750971600,2025-06-26 21:00:00+00:00,2444.9,2444.9,2417.45,2426.1,268060.0
1750973400,2025-06-26 21:30:00+00:00,2426.2,2430.1,2393.3,2413.55,449778.0
1750975200,2025-06-26 22:00:00+00:00,2413.0,2424.0,2410.9,2418.95,120112.0
1750977000,2025-06-26 22:30:00+00:00,2419.2,2420.95,2411.5,2412.85,61617.0
1750978800,2025-06-26 23:00:00+00:00,2412.95,2416.75,2405.0,2414.55,104266.0
1750980600,2025-06-26 23:30:00+00:00,2413.75,2416.7,2411.45,2415.45,50040.0
1750982400,2025-06-27 00:00:00+00:00,2414.45,2420.9,2414.0,2418.55,74619.0
1750984200,2025-06-27 00:30:00+00:00,2418.55,2419.3,2399.2,2399.75,211494.0
1750986000,2025-06-27 01:00:00+00:00,2399.75,2426.85,2379.75,2422.1,556610.0
1750987800,2025-06-27 01:30:00+00:00,2421.85,2431.4,2420.65,2425.7,191142.0
1750989600,2025-06-27 02:00:00+00:00,2425.75,2433.55,2422.85,2430.4,211003.0
1750991400,2025-06-27 02:30:00+00:00,2430.8,2439.7,2429.8,2437.2,201933.0
1750993200,2025-06-27 03:00:00+00:00,2437.95,2444.3,2431.9,2441.05,250676.0
1750995000,2025-06-27 03:30:00+00:00,2440.8,2448.35,2439.7,2446.25,172570.0
1750996800,2025-06-27 04:00:00+00:00,2446.35,2450.5,2438.75,2448.35,316714.0
