time,dt,open,high,low,close,volume
1777269600,2026-04-27 06:00:00+00:00,2321.5,2327.8,2310.1,2319.45,1364168.0
1777273200,2026-04-27 07:00:00+00:00,2319.4,2322.2,2313.5,2314.55,601163.0
1777276800,2026-04-27 08:00:00+00:00,2314.5,2318.45,2307.45,2318.25,925978.0
1777280400,2026-04-27 09:00:00+00:00,2318.3,2324.4,2314.0,2320.6,724358.0
1777284000,2026-04-27 10:00:00+00:00,2320.5,2322.5,2317.15,2318.6,452046.0
1777287600,2026-04-27 11:00:00+00:00,2318.55,2321.45,2315.35,2318.75,402980.0
1777291200,2026-04-27 12:00:00+00:00,2318.5,2319.9,2311.05,2312.9,652202.0
1777294800,2026-04-27 13:00:00+00:00,2312.65,2319.7,2301.95,2311.05,1532417.0
1777298400,2026-04-27 14:00:00+00:00,2311.0,2328.6,2307.2,2313.8,2053622.0
1777302000,2026-04-27 15:00:00+00:00,2313.8,2314.15,2263.85,2273.65,3861235.0
1777305600,2026-04-27 16:00:00+00:00,2273.6,2279.55,2268.7,2276.5,1306749.0
1777309200,2026-04-27 17:00:00+00:00,2276.5,2291.0,2276.5,2285.25,1506712.0
1777312800,2026-04-27 18:00:00+00:00,2285.15,2290.5,2282.7,2287.05,592129.0
1777316400,2026-04-27 19:00:00+00:00,2286.4,2289.65,2273.2,2287.75,840568.0
1777320000,2026-04-27 20:00:00+00:00,2287.9,2295.1,2287.8,2289.95,390236.0
1777323600,2026-04-27 21:00:00+00:00,2289.85,2291.1,2285.3,2285.85,158824.0
1777327200,2026-04-27 22:00:00+00:00,2285.8,2294.6,2283.05,2292.9,102104.0
1777330800,2026-04-27 23:00:00+00:00,2293.2,2307.3,2289.75,2302.3,391300.0
1777334400,2026-04-28 00:00:00+00:00,2302.25,2309.45,2297.8,2305.3,417201.0
1777338000,2026-04-28 01:00:00+00:00,2305.0,2307.25,2296.0,2297.3,469172.0
1777341600,2026-04-28 02:00:00+00:00,2297.45,2299.6,2279.5,2287.6,795572.0
1777345200,2026-04-28 03:00:00+00:00,2287.6,2289.75,2280.85,2289.5,456222.0
1777348800,2026-04-28 04:00:00+00:00,2289.5,2298.9,2277.2,2287.1,552753.0
1777352400,2026-04-28 05:00:00+00:00,2287.5,2295.8,2285.0,2286.6,485127.0
1777356000,2026-04-28 06:00:00+00:00,2286.6,2289.55,2268.25,2276.25,972643.0
1777359600,2026-04-28 07:00:00+00:00,2276.25,2287.45,2268.9,2286.5,834679.0
1777363200,2026-04-28 08:00:00+00:00,2286.7,2290.85,2282.3,2285.95,659963.0
1777366800,2026-04-28 09:00:00+00:00,2285.95,2287.65,2275.4,2281.4,630286.0
1777370400,2026-04-28 10:00:00+00:00,2281.25,2286.7,2279.55,2283.5,449597.0
1777374000,2026-04-28 11:00:00+00:00,2283.7,2284.55,2269.3,2274.4,1190026.0
1777377600,2026-04-28 12:00:00+00:00,2274.4,2279.95,2270.5,2277.2,641269.0
1777381200,2026-04-28 13:00:00+00:00,2277.0,2284.9,2256.85,2275.25,2166874.0
1777384800,2026-04-28 14:00:00+00:00,2275.6,2275.6,2259.5,2272.5,1677787.0
1777388400,2026-04-28 15:00:00+00:00,2272.6,2279.75,2268.0,2278.5,1341802.0
1777392000,2026-04-28 16:00:00+00:00,2278.55,2288.0,2273.0,2284.85,1047437.0
1777395600,2026-04-28 17:00:00+00:00,2284.65,2292.3,2277.6,2289.35,1267119.0
1777399200,2026-04-28 18:00:00+00:00,2289.3,2297.35,2286.35,2295.95,900519.0
1777402800,2026-04-28 19:00:00+00:00,2295.9,2304.8,2289.05,2300.95,635606.0
1777406400,2026-04-28 20:00:00+00:00,2301.0,2304.95,2294.25,2294.25,350059.0
1777410000,2026-04-28 21:00:00+00:00,2294.25,2296.35,2284.7,2289.25,336365.0
1777413600,2026-04-28 22:00:00+00:00,2289.6,2293.85,2284.2,2285.2,126596.0
1777417200,2026-04-28 23:00:00+00:00,2285.05,2289.35,2282.85,2288.35,154012.0
1777420800,2026-04-29 00:00:00+00:00,2288.4,2293.2,2284.5,2291.65,222142.0
1777424400,2026-04-29 01:00:00+00:00,2291.3,2296.6,2278.0,2291.65,629125.0
1777428000,2026-04-29 02:00:00+00:00,2292.0,2294.75,2283.2,2288.0,386190.0
1777431600,2026-04-29 03:00:00+00:00,2288.05,2315.7,2286.65,2310.55,1316906.0
1777435200,2026-04-29 04:00:00+00:00,2310.5,2342.0,2308.05,2325.85,1804070.0
1777438800,2026-04-29 05:00:00+00:00,2325.9,2331.4,2321.25,2327.85,758842.0
1777442400,2026-04-29 06:00:00+00:00,2327.85,2335.95,2320.0,2323.8,880846.0
1777446000,2026-04-29 07:00:00+00:00,2323.85,2329.55,2320.6,2322.85,677660.0
